index,respondent_id,date_created,NPS,Comentario,Sucursal,Mes - Año,Clasificacion_NPS
19240,114434533441,2023-10-11,2,"Demasiada gente constantemente, tenia que hacer fila para usar una máquina, no se podia hacer nada, terminaba dando vueltas hasta que se liberaba un lugar en la maquina que sea. Intenté ir en muchos horarios distintos y siempre estaba igual de lleno.",Almagro,10-2023,Detractor
19242,118440974045,2023-10-11,4,Accesible económicamente.,Nuñez,10-2023,Promotor
19243,114432297973,2023-10-09,5,Buen ambiente y buenas máquinas para entrenar.,Caballito,10-2023,Promotor
19244,114436865725,2023-10-14,3,"Los profesores nunca están disponibles, no te ayudan ni a usar una máquina y pueden verte que estas haciendo todo mal y ni se re acercan",Flores,10-2023,Pasivo
19246,114649770044,2024-07-22,3,Está bien ,Punta Carretas,07-2024,Pasivo
19247,118441147499,2023-10-11,3,Casi siempre faltan discos y barras,Congreso,10-2023,Pasivo
19248,114649614549,2024-07-22,3,Me gustaria que los profesores de musculacion te den mas atencion. ,Palermo,07-2024,Pasivo
19250,114432335247,2023-10-09,2,"Me.parece que es un gym bueno, pero le faltan.variedad de máquinas y cantidad de máquinas. Siempre está desordenado ",Barrio Norte,10-2023,Detractor
19251,114433310379,2023-10-10,5,"Muy buen espacio, buenas maquinas y materiales para entrenar.",Caballito,10-2023,Promotor
19253,114433200389,2023-10-10,5,Muy buena atención ,Abasto,10-2023,Promotor
19257,118652218411,2024-07-20,2,"Los profesores del salón de musculación no están atentos a cómo haces los ejercicios, sobre todo cuando uno es nuevo. Tienen que explicar cada ejercicio haciendo y estar atentos a que hagamos bien la postura",Adrogue,07-2024,Detractor
19258,114434076681,2023-10-11,5,"Espacioso, muy higiénico, gran cantidad de maquinas, personal muy atento",Abasto,10-2023,Promotor
19261,114432386225,2023-10-09,5,Muy buenas instalaciones ,Adrogue,10-2023,Promotor
19264,114438314426,2023-10-16,3,"No hay buena atención de parte del personal, tenes que saber entrenar o cagaste",Lomas,10-2023,Pasivo
19266,114651597954,2024-07-24,1,"No lo recomendaría porque los profesores no están atentos a excepción de Macarena, no ofrecen ayuda y siempre está lleno, es muy difícil completar nuestros ejercicios ",Caballito 2,07-2024,Detractor
19267,114432304512,2023-10-09,5,Excelente atención y muy cómodo para entrenar! ,Microcentro,10-2023,Promotor
19268,114432341870,2023-10-09,2,maquinas rotas,Barrio Norte,10-2023,Detractor
19271,114436567370,2023-10-13,5,"Por que el gimnasio es enorme, tiene muchos recursos y la atención de los profes es lo más. En especial Didi y Juan ❤️❤️",Abasto,10-2023,Promotor
19275,114653525398,2024-07-27,5,Me encanta las clases y las instalaciones del gimnasio ,Buceo,07-2024,Promotor
19278,114432494589,2023-10-09,2,Los elementos de entreno y las clases son excelentes pero hay demasiada gente y no se puede entrenar bien,Barrio Norte,10-2023,Detractor
19280,114432634870,2023-10-09,3,Mucha gente,Barrio Norte,10-2023,Pasivo
19282,114558084767,2024-03-20,3,"Ya conteste anteriormente la encuesta pero quería agregar otra sugerencia. El salón de clases de la sede Barrio Norte tiene varias goteras cuando llueve o si prenden el aire algunos sectores también gotean y además, del lado más cercano al patio hay partes del piso que se levantaron y es incómodo hacer ejercicio arriba de esa superficie (cuando está lleno y no te queda otro lugar para usar) ",Barrio Norte,03-2024,Pasivo
19284,114651594896,2024-07-24,5,Ya respondí esta encuesta,Palermo,07-2024,Promotor
19288,118443366986,2023-10-14,3,"Es un gimnasio conpleto, pero tiene poco personal, los entrenadores estan y cumplen, pero no son suficientes para el volumen de clientes q tienen",Palermo,10-2023,Pasivo
19290,114436182064,2023-10-13,4,Acorde a Precio - calidad ,Barrio Norte,10-2023,Promotor
19292,118440890151,2023-10-11,4,"Cómodo, variedad",Caballito 2,10-2023,Promotor
19293,118439337997,2023-10-10,1,Las máquinas siempre están rotas y no tienen organización en los sectores sin contar qué hay grupos que abarcan máquinas horas solo porque se la pasan hablando y no las comparten ,Caballito 2,10-2023,Detractor
19295,118438818279,2023-10-09,2,"Sucursal congreso = nefasta.  La sucursal tiene 2 salones para entrenar, de los cuales uno de ellos (el más grande) no puede usarse porque ""una vez una persona rompió el espejo y no saben quien fue"" (esta fue la respuesta del gerente cuando le consulté por este tema). En vez de poner cámaras en ese salón para tener un mayor control, o decirles a los profesores que controlen eso, decidieron inhabilitarlo.  Cuando contraté el plan me dijeron que eran 2 salones, no 1, por lo que hubo publicidad engañosa, y eso es ilegal.  Sigo yendo solamente porque ya tengo pago el plan, pero cuando este termine no pienso renovar.  Y en cuanto a limpieza? Siempre esta todo super sucio (turno tarde, no sé como será por la mañana)",Congreso,10-2023,Detractor
19297,114434321960,2023-10-11,3,Hay pocas máquinas para tanta gente qué hay ,Almagro,10-2023,Pasivo
19298,118440121193,2023-10-10,4,"Las máquinas en mal estado, las cintas rotas y está muy lleno. El resto todo perfecto, es amplio y las máquinas de musculación suelen estar en mejor estado",Nuñez,10-2023,Promotor
19300,114646630159,2024-07-17,5,Estoy muy conforme y es más varios compañeros d mi trabajo van ,Buceo,07-2024,Promotor
19303,114432295824,2023-10-09,5,Muy buenas maquinas e instalaciones,Microcentro,10-2023,Promotor
19304,114432316602,2023-10-09,3,"Los de la recepción mas que nada las minas viven con cara de culo, nunca te dicen ni HOLA, solo miran mal! Cuando tienen que vender ahi se hacen las amorosas.",Caballito,10-2023,Pasivo
19308,114651586171,2024-07-24,5,Los profes están muy atentos a los ejercicios y te ayudan un montón. Los vestuarios siempre impecables al igual que la sala de musculación. La gente que entrena siempre está predispuesta a todo y son buena onda!,Lomas,07-2024,Promotor
19310,114435571224,2023-10-12,4,Brindan un excelente servicio y hay un lindo ambiente a la hora de hacer ejercicio. Lo único que me gustaría es que en sala de musculación los profes estén más pendientes ya que muchas personas no saben que rutina seguir.,Microcentro,10-2023,Promotor
19312,118651119773,2024-07-18,5,Ya recomendé ir a varios amigos pero ninguno se anima a empezar ,Microcentro,07-2024,Promotor
19315,114653040282,2024-07-26,5,"Las instalaciones están perfectas, muy bien cuidado el lugar. Baños limpios. Las clases son excelentes y intensas! Suelo ir a las clases de Deborah, es excelente. Me encantaría que sumen un día más de aero combat!!",Cid Campeador,07-2024,Promotor
19316,118562825219,2024-03-19,4,"Me gusta que sea grande y tenga buena ventilación. Ademas siempre tienen muchas maquinas de cinta disponibles y en buen estado (ademas de que son casi nuevas). Pero al comparar con otros gyms vi que al menos la sucursal a la que voy de Fiter,  no tiene algunas maquinas de musculación importantes (Curl femoral a una pierna, Elevación de talones de pie, Sentadilla en maquina, etc). ",Flores,03-2024,Promotor
19319,118438868769,2023-10-09,3,Es recomendable aunque mejoraria el estado de algunas maquinas.,Congreso,10-2023,Pasivo
19320,114648213925,2024-07-19,5,Excelentes aparatos un lugar muy limpio,Punta Carretas,07-2024,Promotor
19321,114556121600,2024-03-18,5,"Esta muy bien equipado, siempre encontras actividades para hacer, el personal es 10/10 y super atento",Abasto,03-2024,Promotor
19323,114432337307,2023-10-09,4,"Buenas instalaciones, muy amplia y repleta de maquinas aunque mejoraria la atencion de los coaches",Lomas,10-2023,Promotor
19324,114552983282,2024-03-14,4,"A la sucursal de Palermo le falta una maquina buena de peck deck, una hack squat y faltarian mancuernas de mas kilos.",Palermo,03-2024,Promotor
19325,114646209217,2024-07-17,5,...,Buceo,07-2024,Promotor
19327,114552281132,2024-03-13,3,"Es un buen gimnasio, pero ha decaido mucho en calidad de materiales. Voy a la sede de barrio norte desde que abrió y realmente se han sumado maquinas nuevas pero tambien han quedado muy descuidadas. También va muchisima gente y no compraron el material para poder aguantar tanta clientela, capaz que tenes que estar esperando media hora un juego de mancuernas.",Barrio Norte,03-2024,Pasivo
19328,114433682448,2023-10-10,2,"Está sobrevendido para el espacio y máquinas que hay. Y por otro lado, es un gimnasio para gente con experiencia (o con rutinas ya establecidas)ya que si bien hay profes que guían no se arman rutinas personalizadas ni se hace seguimiento de los ejercicios para corroborar si están bien o mal.",Almagro,10-2023,Detractor
19329,114557867292,2024-03-20,5,"El estado de las máquinas es muy bueno, ojalá con el paso del tiempo se mantenga así y si es necesario tendrían que realizar una renovación",Cid Campeador,03-2024,Promotor
19331,118561803180,2024-03-18,2,Porque no hay rutinas personalizadas y está muy lleno siempre en los horarios que uno tiene disponibilidad para ir.,Almagro,03-2024,Detractor
19332,114552348351,2024-03-13,3,La verdad yo me cambié por el aire pero hay MUY POCO aire.,Cid Campeador,03-2024,Pasivo
19335,114557849761,2024-03-20,3,"Faltando 15 minutos para cerrar apagan la musica, y faltando 10 apagan las luces, te dejan entrenando a oscuras. Tengo entendido que el horario es hasta las 22 no hasta 21:50 ",Adrogue,03-2024,Pasivo
19336,118440087214,2023-10-10,5,me gusta porque yo uso el sector de maquinas y peso libre y siempre estoy comoda. hay bastantes materiales y de todo tipo. no tengo que estar esperando mucho tiempo para poder usar una maquina/disco etc,Nuñez,10-2023,Promotor
19337,114560044732,2024-03-22,5,"gimnasio grande, limpio, con maquinas nuevas en buen estado",Punta Carretas,03-2024,Promotor
19338,118427175409,2023-09-25,4,Esta buenisimo el gimnasio. El único demerito es que ahora se llena demasiado en horario de la tarde.,Punta Carretas,09-2023,Promotor
19339,114552334284,2024-03-13,4,.,Adrogue,03-2024,Promotor
19340,118656082902,2024-07-25,4,"La sede a la que asisto (Adrogué) está buena, pero no está tan limpia.",Adrogue,07-2024,Promotor
19345,114433003559,2023-10-10,4,"Está bueno, pero deberían hacer un mantenimiento más frecuente de las máquinas. Además, los equipos no sobran, por lo que también estaría bueno que estén atentos de guardar las cosas que otros socios dejen abandonadas.",Adrogue,10-2023,Promotor
19347,118651008101,2024-07-18,4,Los empleados de recepción de algunas sucursales son un poco hostiles para a explicar.,Barrio Norte,07-2024,Promotor
19350,114559877214,2024-03-22,4,Para la demanda hay pocas máquinas. Y desde hace 1 mes 2 caminadoras no funcionan y no las arreglan,Congreso,03-2024,Promotor
19353,114560649047,2024-03-23,3,la sede a la que voy (pasco) no tiene aire en verano y es una vergüenza que todas las demás tengan porque el coste mensual es el mismo para todas.,Congreso,03-2024,Pasivo
19355,114652943684,2024-07-26,5,Las instalaciones son geniales,Lomas,07-2024,Promotor
19357,118438942596,2023-10-09,3,son buenas máquinas y hay mucha variedad. pero lo malo (caballito 2) muy poca ventilación y muchísima gente.,Caballito 2,10-2023,Pasivo
19358,114557846589,2024-03-20,3,Se necesitarian mas maquinas,Adrogue,03-2024,Pasivo
19359,114432297106,2023-10-09,3,Por la cantidad de gente,Lomas,10-2023,Pasivo
19360,118650261919,2024-07-17,2,"Deben mejorar la explicación de los planes, se omite información que puede confundir",Adrogue,07-2024,Detractor
19363,118560524810,2024-03-16,4,"Porque tiene buen precio, buenas clases y bien ambiente",Caballito,03-2024,Promotor
19364,114557916449,2024-03-20,4,recomendaría por su relacion precio/calidad,Microcentro,03-2024,Promotor
19365,118440047473,2023-10-10,3,siempre esta lleno de gente y frecuentemente se apoderan de las mancuernas y no las devuelven a su lugar,Palermo,10-2023,Pasivo
19367,118442702652,2023-10-13,4,Lo recomendaría porque las instalaciones están super bien pero quizas faltan algunas maquinarias,Caballito 2,10-2023,Promotor
19369,114556214068,2024-03-18,5,Está muy bueno y es súper grande,Cid Campeador,03-2024,Promotor
19370,114434289476,2023-10-11,3,Se llena demasiado. No hay espacio para entrenar y meten gente que sólo va a mirar el celular. Hay un número de gente excesivo adentro del gimnasio que no hace nada.,Almagro,10-2023,Pasivo
19371,114557842538,2024-03-20,4,Precio,Hollywood,03-2024,Promotor
19372,118653289054,2024-07-22,5,buena calidad precio,Abasto,07-2024,Promotor
19375,114552798046,2024-03-14,1,"La verdad que el fiter que voy en congreso, en verano es imposible de estar.- ",Congreso,03-2024,Detractor
19378,118654147377,2024-07-23,4,"Buen equipamiento de máquinas, discos y barras. Limpio. No hay mucha gente.",Microcentro,07-2024,Promotor
19379,114432301822,2023-10-09,1,"Le robaron a una amiga en los vestuarios y ni siquiera se molestaron en ayudarla con la grabación o darle alguna compensación, para que ofrecen lockers que ni son seguros?   La seguridad es un tema suyo y ni se hacen cargo",Almagro,10-2023,Detractor
19380,114432305877,2023-10-09,4,Me gusta que es limpio ,Almagro,10-2023,Promotor
19383,118558417709,2024-03-13,4,"Si bien está terminando el verano, a excepción del salón de las clases grupales, el aire no se sentía mucho    Estaría bueno que los profes de vez en cuando vayan viendo como cada uno hace los ejercicios, y que corrijan si ven algún error. No siempre uno se da cuenta si realmente lo está haciendo bien. Fundamental esto, en Sportclub un amigo me dijo que los profesores allá van pasando, te van viendo, te incentivan a que les preguntes, y si ven algo para mejorar en la técnica, te avisan     Más allá de eso, que es muy importante porque sino alguien se podría lastimar, en general todo lo que brinda el gimnasio está muy bien :) ",Caballito,03-2024,Promotor
